id,baseline,topic,chapter_mapping,study_tier,mock,question,decision,verification,automatic_flags,fingerprint_matches
q-0678,True,calculation.overtime-pay,給与計算の演習問題,core,,"基本給260,000円と役職手当20,000円を算定基礎とし、月平均所定労働時間160時間。法定時間外8時間のうち3時間が深夜で、月60時間超はない。法定休日労働はない。この8時間に対して月給とは別に支払う、通常の時間賃金100％を含む時間外・深夜の賃金総額はいくらか。各区分の1円未満は四捨五入する。",revise,complete,,True
q-0679,True,calculation.social-insurance,給与計算の演習問題,core,mogi-1,"2026年4月分の保険料を翌月の5月給与から控除する。在職中の一般被保険者で35歳、標準報酬月額300,000円、協会けんぽ東京支部、厚生年金基金の免除なし。産休・育休等の免除もない。健康保険、子ども・子育て支援金、厚生年金の被保険者負担額合計（雇用保険を除く）はどれか。",revise,complete,,True
q-0680,True,labor.insurance-calculation,控除項目欄,core,,雇用保険料の労働者負担分を算定する際、賃金額に含めるものの組合せはどれか。,revise,complete,,True
q-0681,True,labor.insurance-calculation,控除項目欄,core,mogi-1,雇用保険の一般被保険者に、加入中の労働に対する月例賃金を支払う。本人負担分を給与から控除する基本的な扱いはどれか。,revise,complete,,True
q-0682,True,labor.insurance-calculation,控除項目欄,core,mogi-2,雇用保険料の本人負担分を給与から天引きする。慣習的な取扱い等の特約がなく、計算結果に1円未満の端数が生じたときの処理はどれか。,revise,complete,,True
q-0683,True,labor.insurance-calculation,,reinforcement,,労災保険料を給与計算で取り扱う方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0684,True,labor-insurance.annual-renewal,社会保険の事務手続き,core,,継続事業の2026年度の労働保険年度更新について、申告内容と手続期間の組合せはどれか。,revise,complete,,True
q-0685,True,payroll.integrated-components,給与計算の演習問題,core,mogi-3,給与明細を完成させる基本的な集計方法として適切なものはどれか。,revise,complete,,True
q-0686,True,payroll.integrated-components,給与計算の演習問題,core,,支給項目が基本給・諸手当・割増賃金だけで、欠勤控除や現物給与はない月の給与明細を作る。総支給額の集計対象として適切なものはどれか。,revise,complete,,True
q-0687,True,payroll.integrated-components,給与計算の演習問題,reinforcement,,現金で支給する通勤手当の全額が所得税非課税となる場合、給与明細の総支給額と課税対象給与額への反映として適切なものはどれか。,revise,complete,,True
q-0688,True,payroll.integrated-components,給与計算の演習問題,core,,"公共交通機関の最も経済的かつ合理的な経路・方法による運賃等の月額を通勤手当として支給し、その額が150,000円を超える。所得税上の扱いはどれか。",revise,complete,,True
q-0689,True,payroll.integrated-components,,reinforcement,,月例給与に係る健康保険料の従業員負担額を求める基礎として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0690,True,payroll.integrated-components,,reinforcement,,月例給与に係る厚生年金保険料の従業員負担額を求める基礎として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0691,True,payroll.integrated-components,,reinforcement,,雇用保険料を算定する際の非課税通勤手当の扱いとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0692,True,payroll.integrated-components,給与計算の演習問題,reinforcement,,雇用保険の被保険者について、月例給与から控除する労働者負担額を計算する。提示された料率が労働者負担率である場合、掛け合わせる金額の基本はどれか。,revise,complete,計算分類の再確認,True
q-0693,True,payroll.integrated-components,給与計算の演習問題,reinforcement,,月例給与を所得税の月額表に当てはめるため、「その月の社会保険料等控除後の給与等の金額」を求める基本式はどれか。,revise,complete,計算分類の再確認,True
q-0694,True,payroll.integrated-components,給与計算の演習問題,core,mogi-2,"総支給額280,000円のうち非課税通勤手当が10,000円、社会保険料等（雇用保険料を含む）が39,840円、住民税が12,000円であり、これ以外の非課税支給や社会保険料等の控除はない。源泉所得税の月額表に当てはめる給与額はいくらか。",revise,complete,,True
q-0695,True,payroll.integrated-components,,reinforcement,,特別徴収による住民税を給与明細へ反映する方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0696,True,payroll.integrated-components,,reinforcement,,住民税と源泉所得税の課税対象額との関係として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0697,True,payroll.integrated-components,給与計算の演習問題,reinforcement,,社会保険料、雇用保険料、源泉所得税および住民税の控除区分として適切なものはどれか。,revise,complete,,True
q-0698,True,payroll.integrated-components,給与計算の演習問題,reinforcement,,本人が任意に参加し、社内預金の管理・保全等に必要な法令上の要件も満たしている。社内預金や親睦会費を給与から控除するため、賃金の全額払いの例外として必要な根拠はどれか。,revise,complete,,True
q-0699,True,payroll.integrated-workflow,給与計算の演習問題,core,,その月の非課税支給額と社会保険料等を反映し、月額表に当てはめる所得税額を確定計算する。必要な金額がそろう順序として適切なものはどれか。,revise,complete,,True
q-0700,True,payroll.integrated-components,給与計算の演習問題,reinforcement,,時間外労働に対する割増賃金の給与明細上の扱いとして適切なものはどれか。,revise,complete,,True
q-0701,True,payroll.integrated-workflow,給与計算の演習問題,core,mogi-2,"給与支給日に、基本給200,000円、残業手当20,000円、全額非課税となる通勤手当10,000円、通常必要な出張旅費の実費精算15,000円を振り込む。所得税の課税給与額（社会保険料等を控除する前）はいくらか。",revise,complete,,True
q-0702,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,毎月、現金で定額支給する住宅手当の所得税上の扱いとして適切なものはどれか。,revise,complete,,True
q-0703,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,毎月定額で支給する家族手当の所得税上の扱いとして適切なものはどれか。,revise,complete,,True
q-0704,True,payroll.integrated-workflow,,reinforcement,,標準報酬月額と当月の総支給額との関係として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0705,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,支給欄・控除欄を分け、各保険料を区分表示する給与明細を作る。健康保険料・厚生年金保険料について適切な表示はどれか。,revise,complete,,True
q-0706,True,payroll.integrated-workflow,給与計算の演習問題,core,,社会保険料の本人負担分を求める。設問は、法令上認められる労使間の取扱いとして、保険料の項目ごとに円未満を処理する方法を指定している。計算の進め方はどれか。,revise,complete,,True
q-0707,True,payroll.integrated-workflow,,reinforcement,,健康保険料と厚生年金保険料で異なる端数処理が指定された場合の対応はどれか。,retire,retired,,退役：公開対象外
q-0708,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,"基本給200,000円、住宅手当20,000円、時間外手当10,000円で、ほかに支給がない場合の総支給額はどれか。",revise,complete,構造化計算未登録,True
q-0709,True,payroll.integrated-workflow,,reinforcement,,"総支給額230,000円、非課税通勤手当10,000円、社会保険料等30,000円の場合、税額表を参照する基礎額はどれか。",retire,retired,,退役：公開対象外
q-0710,True,payroll.integrated-workflow,,reinforcement,,"設問に「税額表参照の結果、源泉所得税4,280円」と明示されている場合の処理はどれか。",retire,retired,,退役：公開対象外
q-0711,True,payroll.integrated-workflow,,reinforcement,,給与所得者の扶養控除等申告書を勤務先へ提出している通常の月給者に適用する欄はどれか。,retire,retired,,退役：公開対象外
q-0712,True,payroll.integrated-workflow,給与計算の演習問題,core,mogi-1,居住者へ毎月支払う通常給与について、勤務先への扶養控除等申告書の提出がない。従たる給与の特例は考えない。使用する月額表の欄はどれか。,revise,complete,,True
q-0713,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,居住者の2026年9月の給与について、甲欄で用いる扶養親族等の数を確認する方法として適切なものはどれか。,revise,complete,,True
q-0714,True,payroll.integrated-workflow,,reinforcement,,同居する家族を源泉徴収上の扶養親族等の数に含める際の考え方として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0715,True,payroll.integrated-workflow,,reinforcement,,源泉所得税を給与明細へ反映する時点として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0716,True,payroll.integrated-workflow,,reinforcement,,税額表を参照する際の住民税通知額の扱いとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0717,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,現物給与や給与外の実費精算を含まない現金給与について、差引支給額を求める基本式はどれか。,revise,complete,計算分類の再確認,True
q-0718,True,payroll.integrated-workflow,,reinforcement,,非課税通勤手当が差引支給額に与える影響として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0719,True,payroll.integrated-workflow,,reinforcement,,"月額150,000円を超える公共交通機関の通勤手当を給与明細で区分する方法はどれか。",retire,retired,,退役：公開対象外
q-0720,True,payroll.integrated-workflow,,reinforcement,,公共交通機関の通勤手当について非課税額を判定する際の考え方として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0721,True,payroll.integrated-workflow,,reinforcement,,毎月定額の通勤手当を標準報酬月額の基礎へ反映する方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0722,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,雇用保険料の算定対象となる賃金と、出張旅費の実費精算を区別する考え方はどれか。,revise,complete,,True
q-0723,True,payroll.integrated-workflow,,reinforcement,,賞与を月例給与とは別に支給する場合の社会保険料処理として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0724,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,全額が所得税非課税の要件を満たす通勤手当を、誤って課税給与に加えた。他の支給・社会保険料等は正しく処理している。直接生じる影響はどれか。,revise,complete,,True
q-0725,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,雇用保険に加入する人の給与で、支給した非課税通勤手当を誤って雇用保険対象賃金から除いた。他の賃金と正の本人負担率は正しく処理している。生じる影響はどれか。,revise,complete,,True
q-0726,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,本人負担の社会保険料等が1円以上ある月の給与で、それを引く前の課税給与額を月額表に当てはめた。直接生じる誤りはどれか。,revise,complete,,True
q-0727,True,payroll.integrated-workflow,,reinforcement,,健康保険料の設問で標準報酬月額が提示されている場合の処理として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0728,True,payroll.integrated-workflow,,reinforcement,,住民税の年税額と月割額が通知されている場合、当月の給与明細に用いる金額はどれか。,retire,retired,,退役：公開対象外
q-0729,True,payroll.integrated-workflow,,reinforcement,,給与明細の差引支給額を検証する方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0730,True,payroll.integrated-workflow,,reinforcement,,給与明細の控除合計額へ含める項目の組合せとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0731,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,完成した給与明細を点検する際の確認手順として適切なものはどれか。,revise,complete,,True
q-0732,True,payroll.integrated-workflow,給与計算の演習問題,reinforcement,,税額表を参照した結果、当月の源泉所得税が0円となった場合の処理として適切なものはどれか。,revise,complete,,True
q-0733,True,payroll.integrated-workflow,,reinforcement,,一人の従業員の給与明細を完成させる最終的な流れとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0734,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,core,mogi-2,"協会けんぽ東京支部、2026年4月分、在職する一般被保険者で介護保険第2号非該当、産休・育休等の免除はない。報酬月額205,000円。資料集の等級表から標準報酬月額を選ぶ。健康保険料率9.85%、子ども・子育て支援金率0.23%、いずれも労使折半とする。この2項目の被保険者負担額合計はいくらか。",revise,complete,,True
q-0735,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,core,mogi-1,加入を継続する一般被保険者の健康保険について、残業手当の増減で当月の総支給額が前月と異なるが、標準報酬月額の改定・訂正はない。この月の保険料の算定基礎はどれか。,revise,complete,,True
q-0736,True,social.premium-calculation,,core,,健康保険および厚生年金保険の標準報酬月額の基礎となる報酬の範囲はどれか。,retire,retired,,退役：公開対象外
q-0737,True,social.premium-calculation,,reinforcement,,健康保険および厚生年金保険の報酬に含めないものはどれか。,retire,retired,,退役：公開対象外
q-0738,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,民間企業の通常の被保険者について、協会けんぽの健康保険、厚生年金、労災保険の保険料負担の原則はどれか。,revise,complete,,True
q-0739,True,social.premium-calculation,,reinforcement,,健康保険に加入している者が介護保険第2号被保険者となる年齢要件はどれか。,retire,retired,,退役：公開対象外
q-0740,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,core,,国内に住所があり協会けんぽへ継続加入し、介護保険の適用除外のない人の40歳の誕生日が4月15日である。第2号被保険者となる日はいつか。,revise,complete,,True
q-0741,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,国内に住所があり協会けんぽへ継続加入し、介護保険の適用除外・保険料免除のない人の40歳の誕生日が5月1日である。介護保険料は何月分から発生するか。,revise,complete,,True
q-0742,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,国内の市町村に住所があり、介護保険の適用除外のない人の65歳の誕生日が9月10日である。介護保険の第1号被保険者となる日はいつか。,revise,complete,,True
q-0743,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,国内に住所があり協会けんぽへ継続加入し、介護保険の適用除外・保険料免除のない人の65歳の誕生日が10月1日である。協会けんぽが健康保険と一体で徴収する介護保険料は何月分までか。,revise,complete,,True
q-0744,True,social.premium-calculation,,reinforcement,,特約がない場合、社会保険料の被保険者負担分に1円未満の端数が生じたときの処理はどれか。,retire,retired,,退役：公開対象外
q-0745,True,social.premium-calculation,,core,,特約がない場合、社会保険料の被保険者負担分に生じた1円未満の端数が51銭であるときの処理はどれか。,retire,retired,,退役：公開対象外
q-0746,True,social.premium-calculation,,reinforcement,,労使折半の社会保険料について、被保険者負担分を算定する順序として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0747,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,健康保険・厚生年金の本人負担分の円未満処理について、労使間に適法な端数処理の特約がある場合、どう扱うか。,revise,complete,,True
q-0748,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,"計算練習として健康保険料率を9.9%と指定する（2026年度東京都の実際の料率ではない）。標準報酬月額200,000円、労使折半の場合、健康保険料の被保険者負担額はいくらか。",revise,complete,構造化計算未登録,True
q-0749,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,core,mogi-3,"2026年4月分。協会けんぽの在職する一般被保険者で45歳、国内に住所があり介護保険の適用除外・保険料免除はない。標準報酬月額200,000円、介護保険料率1.62％、労使折半とする。介護保険料だけの本人負担額はいくらか。",revise,complete,,True
q-0750,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年4月分。在職する45歳の一般被保険者が協会けんぽと厚生年金に加入し、国内に住所があり介護保険の適用除外・保険料免除はない。雇用保険を別に計算するとき、健康保険等の本人負担の合計に含める組合せはどれか。,revise,complete,,True
q-0751,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年4月中は39歳で、国内に住所があり協会けんぽと厚生年金へ継続加入する在職中の一般被保険者である。保険料免除はない。4月分の健康保険等の本人負担を求める扱いはどれか。雇用保険は別に計算する。,revise,complete,,True
q-0752,True,social.premium-calculation,,reinforcement,,毎月の給与と賞与について、社会保険料の算定基礎の組合せとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0753,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,"健康保険・厚生年金に継続加入し、双方について当月に適用する標準報酬月額は300,000円と決定済みで、改定・訂正はない。実際の総支給額が310,000円の月に、両制度の月額保険料に用いる基礎はどれか。",revise,complete,構造化計算未登録,True
q-0754,True,social.premium-calculation,,reinforcement,,月の途中で健康保険および厚生年金保険の資格を取得した場合、資格取得月の保険料はどのように扱うか。,retire,retired,,退役：公開対象外
q-0755,True,social.premium-calculation,,reinforcement,,健康保険および厚生年金保険の月額保険料について、月途中の入社や退職があった場合の基本的な扱いはどれか。,retire,retired,,退役：公開対象外
q-0756,True,social.premium-calculation,,reinforcement,,前月分を当月給与から控除する事業所で、被保険者が4月15日に退職した。4月給与から控除する社会保険料の扱いはどれか。,retire,retired,,退役：公開対象外
q-0757,True,social.premium-calculation,,reinforcement,,前月分を当月給与から控除する事業所で、被保険者が4月30日に退職した。4月給与から控除する社会保険料の扱いはどれか。,retire,retired,,退役：公開対象外
q-0758,True,social.premium-calculation,,core,,前月分控除方式の事業所で、月末退職者の最後の給与から2か月分の社会保険料を控除する理由はどれか。,retire,retired,,退役：公開対象外
q-0759,True,social.premium-calculation,給与計算担当者が知っておきたい社会保険制度,reinforcement,,前月分控除方式の会社へ6月1日に入社し、同日から健康保険・厚生年金の被保険者となり7月以降も加入を継続する。入社前の同社加入期間はなく、保険料免除や退職精算もない。6月給与の同社の月例保険料控除はどれか。,revise,complete,,True
q-0760,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,core,,報酬月額から標準報酬月額を決定する仕組みとして適切なものはどれか。,revise,complete,,True
q-0761,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,reinforcement,,"等級表で「250,000円以上270,000円未満は標準報酬月額260,000円」「270,000円以上290,000円未満は標準報酬月額280,000円」とされている。報酬月額270,000円の標準報酬月額はどれか。",revise,complete,構造化計算未登録,True
q-0762,True,social.remuneration-application,,reinforcement,,"標準報酬月額の等級表に「報酬月額270,000円以上290,000円未満」とある場合、境界額の読み方はどれか。",retire,retired,,退役：公開対象外
q-0763,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,core,mogi-1,残業手当だけの一時的な増加で実際の報酬月額が隣の等級帯になった。標準報酬月額の見直しに関する基本的な判断はどれか。,revise,complete,,True
q-0764,True,social.remuneration-application,,reinforcement,,健康保険および厚生年金保険の資格取得時に、標準報酬月額を決定する基礎はどれか。,retire,retired,,退役：公開対象外
q-0765,True,social.remuneration-application,,reinforcement,,標準報酬月額の定時決定を説明したものはどれか。,retire,retired,,退役：公開対象外
q-0766,True,social.remuneration-application,,reinforcement,,一般の被保険者について、随時改定の基本要件を満たす報酬変動はどれか。各算定月の支払基礎日数は17日以上とする。,retire,retired,,退役：公開対象外
q-0767,True,social.remuneration-application,,reinforcement,,固定的賃金が変動した月から3か月間の報酬により随時改定の要件を満たした場合、改定後の標準報酬月額は原則としていつから適用するか。,retire,retired,,退役：公開対象外
q-0768,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,core,mogi-2,基本給や手当単価に変更がなく、残業時間の増加だけで報酬が大きく増えた場合、随時改定の起点となるか。,revise,complete,,True
q-0769,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,reinforcement,,通常の随時改定を判定する一般被保険者。固定的賃金が増加し、支給月から連続3か月とも支払基礎日数17日以上だが、平均による等級は従前より1等級上昇にとどまる。上限・下限などの特例はない。扱いはどれか。,revise,complete,,True
q-0770,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,reinforcement,,通常の随時改定を判定する一般被保険者。引き下げ後の基本給を支給した月から連続3か月の平均による標準報酬月額が従前より2等級下がり、各月の支払基礎日数は17日以上だった。特例はない。扱いはどれか。,revise,complete,,True
q-0771,True,social.remuneration-application,,reinforcement,,基本給が引き下げられた一方、残業代の増加により変動後3か月の報酬平均が従前より2等級上がった。この場合の随時改定の扱いはどれか。,retire,retired,,退役：公開対象外
q-0772,True,social.remuneration-application,,reinforcement,,一般の被保険者に対する定時決定で、通常、報酬月額の算定対象となる支払月はどれか。,retire,retired,,退役：公開対象外
q-0773,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,core,mogi-3,通常の定時決定を行う一般被保険者で、短時間労働者やパートの特例には該当しない。4〜6月のうち支払基礎日数17日未満が1か月、他の2か月は17日以上で、他の特殊事情はない。17日未満の月をどう扱うか。,revise,complete,構造化計算未登録,True
q-0774,True,social.remuneration-application,,reinforcement,,特例のない一般の被保険者について、4月の支払基礎日数が20日、5月が16日、6月が19日であった。定時決定の算定対象月はどれか。,retire,retired,,退役：公開対象外
q-0775,True,social.remuneration-application,給与計算担当者が知っておきたい社会保険制度,reinforcement,,通常の定時決定を行う一般被保険者で、パート・短時間労働者の日数の特例や年間平均による算定等の特殊事情はない。4〜6月すべての支払基礎日数が17日未満の場合、基本的な扱いはどれか。,revise,complete,,True
q-0776,True,social.remuneration-application,,reinforcement,,定時決定により決められた標準報酬月額は、随時改定などがない場合、原則としてどの期間に適用されるか。,retire,retired,,退役：公開対象外
q-0777,True,bonus.insurance,賞与計算のしかた,reinforcement,,健康保険・厚生年金に係る賞与保険料の労使合計額を求める。免除はなく、保険ごとの上限を適用済みで、その制度の労使合計率が提示されている。基本式はどれか。,revise,complete,計算分類の再確認,True
q-0778,True,bonus.insurance,賞与計算のしかた,core,mogi-2,健康保険・厚生年金の賞与保険料について、上限適用後の標準賞与額と、その制度の被保険者（本人）負担率が示されている。免除がない場合の本人負担額の基本計算はどれか。,revise,complete,,True
q-0779,True,bonus.insurance,賞与計算のしかた,reinforcement,,健康保険・厚生年金の賞与保険料について、労使折半で免除はなく、上限適用後の標準賞与額と労使合計率が示されている。本人負担額の基本計算はどれか。,revise,complete,計算分類の再確認,True
q-0780,True,bonus.insurance,賞与計算のしかた,core,,賞与支給月中に年齢や資格の変動がなく、国内に住所がある協会けんぽの一般被保険者で、適用除外・保険料免除もない。賞与に介護保険料がかかる第2号被保険者の年齢範囲はどれか。,revise,complete,,True
q-0781,True,bonus.insurance,賞与計算のしかた,reinforcement,,賞与支給月を通じて35歳で、協会けんぽ・厚生年金・雇用保険に継続加入する一般被保険者に、年2回の通常賞与を支払う。免除や上限到達による不徴収はない。原則として控除しないものはどれか。,revise,complete,,True
q-0782,True,bonus.insurance,賞与計算のしかた,core,,被保険者の賞与に対する雇用保険料の労働者負担分を求める方法はどれか。,revise,complete,計算分類の再確認,True
q-0783,True,bonus.insurance,,reinforcement,,"標準賞与額における1,000円未満切捨ては、雇用保険料の計算にどう反映するか。",retire,retired,,退役：公開対象外
q-0784,True,bonus.insurance,賞与計算のしかた,reinforcement,,賞与の雇用保険料に対する標準賞与額の上限の取扱いはどれか。,revise,complete,,True
q-0785,True,bonus.insurance,賞与計算のしかた,reinforcement,,健康保険・厚生年金の被保険者へ、届出対象となる年2回の通常賞与を支給した。事業主が用いる届書はどれか。,revise,complete,,True
q-0786,True,bonus.insurance,賞与計算のしかた,reinforcement,,届出対象の賞与をその月に1回支給した。被保険者賞与支払届の原則的な提出期限はどれか。,revise,complete,,True
q-0787,True,bonus.insurance,賞与計算のしかた,reinforcement,,届出対象の賞与をその月に1回、現金だけで支給した。被保険者賞与支払届の賞与額を作成するとき、出発点となる金額はどれか。,revise,complete,,True
q-0788,True,bonus.insurance,賞与計算のしかた,reinforcement,,事業主が届出対象の賞与を支給した場合の、健康保険・厚生年金の被保険者賞与支払届と70歳以上被用者賞与支払届の対象者の組合せはどれか。,revise,complete,,True
q-0789,True,bonus.insurance,賞与計算のしかた,reinforcement,,健康保険・厚生年金の賞与保険料が発生する被保険者について、法令に基づき本人負担分を賞与から控除できるのはいつか。,revise,complete,,True
q-0790,True,bonus.insurance,賞与計算のしかた,reinforcement,,協会けんぽ・厚生年金の賞与保険料が発生した。通常の通知による事業主の納付方法と原則期限はどれか。休日による期限の延長は考えない。,revise,complete,,True
q-0791,True,bonus.leave-exemption,賞与計算のしかた,reinforcement,,育児休業等による賞与保険料免除の「連続して1か月を超える」という要件は、何日以後に開始する休業から適用されたか。適用開始の境界日を選ぶ。,revise,complete,構造化計算未登録,True
q-0792,True,bonus.leave-exemption,賞与計算のしかた,core,mogi-2,2022年10月1日以後に開始した法定の育児休業等について、健康保険・厚生年金の賞与保険料免除を判定する。必要な申出は行い、他の免除理由はない。賞与月に関する期間要件を満たす組合せはどれか。,revise,complete,,True
q-0793,True,bonus.leave-exemption,賞与計算のしかた,core,mogi-3,2026年に開始した法定の育児休業等が、賞与支給月の末日を含んでちょうど1か月で終了し、前後に連続する休業もない。他の免除理由はない。健康保険・厚生年金の賞与保険料の扱いはどれか。,revise,complete,,True
q-0794,True,bonus.leave-exemption,賞与計算のしかた,core,,2026年6月10日から23日まで、法定の育児休業等を連続14日取得した。前後に続く休業・就業日はなく、必要な申出は適正に行い、他の免除理由はない。6月に支給した賞与と6月の月額保険料について、正しい説明はどれか。,revise,complete,構造化計算未登録,True
q-0795,True,bonus.leave-exemption,賞与計算のしかた,core,,法定の育児休業等で健康保険・厚生年金の賞与保険料免除の要件を満たし、必要な申出も適正に行った。免除される負担分はどれか。,revise,complete,,True
q-0796,True,bonus.leave-exemption,,reinforcement,,賞与支給日に従業員が育児休業中であった場合、賞与保険料の免除判定として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0797,True,bonus.net-pay,賞与計算のしかた,core,,在職中の従業員に通常賞与を支給する。住民税は通知どおり月例給与から特別徴収しており、退職時の一括徴収や未徴収額の精算等はない。賞与支給時の住民税の基本的な扱いはどれか。,revise,complete,,True
q-0798,True,bonus.net-pay,,reinforcement,,給与所得者の住民税を特別徴収する通常の方法はどれか。,retire,retired,,退役：公開対象外
q-0799,True,bonus.net-pay,賞与計算のしかた,reinforcement,,賞与と住民税の関係について適切な説明はどれか。,revise,complete,,True
q-0800,True,bonus.net-pay,賞与計算のしかた,core,,2026年9月支給の通常賞与について、健康・介護・支援金・厚生年金・雇用の本人負担額と源泉所得税額を算出済みである。住民税は月例給与で通知どおり控除し、退職時の一括徴収・社内控除等はない。最終の差引支給額の計算はどれか。,revise,complete,,True
q-0801,True,bonus.standard,賞与計算のしかた,core,,"年2回の通常賞与を、その月に1回だけ税引前250,999円支給した。健康保険・厚生年金とも標準賞与額の上限に達せず、免除等の特殊事情はない。この賞与の標準賞与額はどれか。",revise,complete,構造化計算未登録,True
q-0802,True,bonus.withholding,賞与計算のしかた,reinforcement,,"2026年9月に支給する通常賞与について、社会保険料等控除後の金額は100,000円、復興特別所得税を含める前の本税率は2％と提示された。本税額に102.1％を掛けた源泉徴収税額はどれか。",revise,complete,構造化計算未登録,True
q-0803,True,bonus.standard,賞与計算のしかた,core,,社会保険上、年3回以下で、毎月の給与とは別に3か月を超える期間ごとに支払う一時金のうち、標準賞与額の対象となるものはどれか。,revise,complete,,True
q-0804,True,bonus.standard,,core,,年間4回の定期賞与について、社会保険上の取扱いとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0805,True,bonus.standard,,reinforcement,,標準賞与額として扱う定期的な一時金について、年間支給回数の上限はどれか。,retire,retired,,退役：公開対象外
q-0806,True,bonus.standard,,reinforcement,,一時金が社会保険上の賞与に該当するかを判定する方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0807,True,bonus.standard,,reinforcement,,標準賞与額の基本的な算出方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0808,True,bonus.standard,,reinforcement,,標準賞与額を決定するときの端数処理として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0809,True,bonus.standard,賞与計算のしかた,reinforcement,,2026年9月1日時点、同一の健康保険の保険者に継続加入している人について、標準賞与額の上限はどれか。,revise,complete,,True
q-0810,True,bonus.standard,,reinforcement,,健康保険の標準賞与額について、年度累計上限を管理する期間はどれか。,retire,retired,,退役：公開対象外
q-0811,True,bonus.standard,賞与計算のしかた,reinforcement,,健康保険の同一保険者に年度初めから継続加入している。前月までの標準賞与額の年度累計は573万円未満だったが、今月1回の賞与で初めて573万円を超える。今月の健康保険の標準賞与額の取扱いはどれか。,revise,complete,構造化計算未登録,True
q-0812,True,bonus.standard,賞与計算のしかた,reinforcement,,厚生年金保険における標準賞与額の上限として適切なものはどれか。,revise,complete,,True
q-0813,True,bonus.standard,,reinforcement,,同じ月に賞与を2回支給した場合、厚生年金保険の上限を適用する方法はどれか。,retire,retired,,退役：公開対象外
q-0814,True,bonus.standard,,reinforcement,,異なる月に賞与を支給した場合、厚生年金保険の上限を管理する方法はどれか。,retire,retired,,退役：公開対象外
q-0815,True,bonus.withholding,賞与計算のしかた,core,,2026年9月、居住者で扶養控除等申告書を提出済みの人へ通常賞与を支給する。前月給与なし等の特例に該当しない。賞与算出率表の甲欄で率を選ぶ方法はどれか。,revise,complete,,True
