id,change,fields,reason,merged_into,approval
q-0631,退役,,B認定5日事業主経由。A10日本人/C資格取得/D月変は違う。認定と削除の期限の違いを踏まえ、統合先へ新規認定5日だけ追記。 全文全肢を照合。履歴保持・習熟移行なし。,q-0510,retired
q-0632,修正,distractor_feedback explanation question_text source_keys,対象月・申出条件を追加。 全体の網羅性・全模試初見性は未承認。,,complete
q-0633,退役,,D月末。A賞与日/B月初/C給与日は月例免除の月末基準ではない。開始月14日特例との違いを統合先に保持。 全文全肢を照合。履歴保持・習熟移行なし。,q-0513,retired
q-0634,退役,,C14が下限だがA30も満たす読み。B7/D10不足。開始日と終了翌日の同月条件・14日を明示済みの統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0513,retired
q-0635,退役,,D月額のみ。A双方/B双方不適用/C賞与だけは違う。賞与には末日含む連続1か月超が別途必要と統合先に説明済み。 全文全肢を照合。履歴保持・習熟移行なし。,q-0513,retired
q-0636,退役,,A1等級下限。B3/C4/D2は下限でない。養育年齢・申出・日数・固定変動不要の条件がある統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。 横断範囲監査で統合先q-0514も2級必須演習への採用根拠不足により退役。旧統合判断はformer_merged_intoへ残し、現行問題への統合・習熟移行は行わない。,,retired
q-0637,退役,,D1等級下限。A3/B2/C4は下限でない。翌日育休除外・養育・申出・日数条件がある統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。 横断範囲監査で統合先q-0516も2級必須演習への採用根拠不足により退役。旧統合判断はformer_merged_intoへ残し、現行問題への統合・習熟移行は行わない。,,retired
q-0638,退役,,産休翌日育休不可と申出条件を付記。 全体の網羅性・全模試初見性は未承認。 横断範囲監査：主催者の1級の具体的範囲に、産育休終了時改定・遡り昇給・メリット制として明記される。一方2級は基本的手続で、公式2026年2級本文未入手のため、この詳細を必須演習にする根拠はない。法令照合の結果は保存し、2級学習の時間を通常処理へ振り向けるため配信から除く。別技能の統合先なし。,,retired
q-0639,修正,distractor_feedback explanation question_text source_keys,継続加入・免除なしで同月得喪を除外。 全体の網羅性・全模試初見性は未承認。,,complete
q-0640,修正,explanation question_text source_keys,月末退職の通常ケースを保持し控除済月と分離。 全体の網羅性・全模試初見性は未承認。,,complete
q-0641,退役,,A固定。B賞与/C非固定だけ/D扶養人数だけは違う。固定変動から3月日数等の統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0474,retired
q-0642,修正,choices distractor_feedback explanation question_text source_keys,定額役職新設の模試ケースを明確化。 全公式教材・全模試初見性の承認ではない。,,complete
q-0643,退役,,B3月。A1/C2/D6は通常随時の期間でない。 全文全肢を照合。履歴保持・習熟移行なし。,q-0474,retired
q-0644,退役,,A17が下限だがC30/D20も満たす。B11は短時間区分。下限と一般短時間区別の統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0504,retired
q-0645,退役,,B2等級が下限だがC4/D3も満たす。A1は通常不足。特例を除いた統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0474,retired
q-0646,退役,,D同方向。A賞与/B日数/C所得税は比較方向違い。単純暗記から逆方向の適用例へ統合。 全文全肢を照合。履歴保持・習熟移行なし。,q-0528,retired
q-0647,修正,explanation source_keys,月変を速やかに提出する通常演習。 全公式教材・全模試初見性の承認ではない。,,complete
q-0648,退役,,A時給単価。B残業量/C臨時賞与/D実費は固定でない。 全文全肢を照合。履歴保持・習熟移行なし。,q-0518,retired
q-0649,修正,choices explanation question_text source_keys,否定設問の結論を明示し施行日を区別。 全公式教材・全模試初見性の承認ではない。,,complete
q-0650,修正,distractor_feedback explanation question_text source_keys,35歳・除外なし・所定内賃金・所定時間を指定。 全公式教材・全模試初見性の承認ではない。,,complete
q-0651,修正,choices distractor_feedback explanation question_text source_keys,入社日から要件を満たす契約月給の手続。 全公式教材・全模試初見性の承認ではない。,,complete
q-0652,修正,explanation question_text source_keys,加入継続を明示。6月境界と通常定時対象外を説明。 全公式教材・全模試初見性の承認ではない。,,complete
q-0653,修正,explanation source_keys,健保組合の提出先も年金機構一律としない。 全公式教材・全模試初見性の承認ではない。,,complete
q-0654,修正,explanation question_text source_keys,使用開始と署名日を区別。 全公式教材・全模試初見性の承認ではない。,,complete
q-0655,退役,,B取得時報酬。A所得税/C年賞与/D日数だけは違う。契約報酬から決める通常演習へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0533,retired
q-0656,修正,choices distractor_feedback explanation question_text source_keys,支給が遅れた手当のケースで模試651と区別。 全公式教材・全模試初見性の承認ではない。,,complete
q-0657,退役,,C取得月1月。A翌月/B日割/D全免除は違う。継続加入・免除なし前提を持つ統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0487,retired
q-0658,退役,,C取得月。A翌々/B翌月は違う。D翌日属月も月末以外は重なる曖昧さを退役し統合先の明確な条件へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0487,retired
q-0659,修正,explanation question_text source_keys,喪失日と届出起算を説明。 全公式教材・全模試初見性の承認ではない。,,complete
q-0660,退役,,A通常前月まで。B取得同月なら起こり得るため原問に条件不足。C翌月/D日割は違う。前月以前加入・免除なしの具体例へ統合。 全文全肢を照合。履歴保持・習熟移行なし。,q-0639,retired
q-0661,退役,,C通常退職月まで。A日割/B前月/D半額は違う。継続加入・免除なしの明確な例へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0640,retired
q-0662,退役,,B2月分だが未徴収等の条件不足。A/Dはすでに控除済ならあり得る。C翌月先取りは違う。未徴収・引き切れる条件がある統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0489,retired
q-0663,修正,explanation question_text source_keys,同月得喪と免除を除き通常の期間を問う。 全公式教材・全模試初見性の承認ではない。,,complete
q-0664,退役,,D1月。A2月/B日割/C不要は本条件で違う。保険料免除なし・後続年金なしを明記済みの統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0541,retired
q-0665,退役,,A区別。B常同/C支給日だけ/D締切だけは違う。翌月控除で前月分を引く具体説明へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0486,retired
q-0666,修正,explanation question_text,7月基準の通常演習を保持し提出除外を明示。 全公式教材・全模試初見性の承認ではない。,,complete
q-0667,退役,,D4〜6。A3〜5/B5〜7/C6〜8は違う。 全文全肢を照合。履歴保持・習熟移行なし。,q-0462,retired
q-0668,退役,,B5・6月。A不足4だけ/C全月/D不足4含は違う。17日以上2か月・不足1か月の同じ月選択技能を通常演習へ統合。 全文全肢を照合。履歴保持・習熟移行なし。,q-0549,retired
q-0669,退役,,A11下限。B15/D17も満たし複数解釈、C10不足。適用拡大区分と下限が明確な統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0550,retired
q-0670,退役,,D9〜翌8。A8〜7/B10〜9/C7〜6は違う。 全文全肢を照合。履歴保持・習熟移行なし。,q-0462,retired
q-0671,修正,distractor_feedback explanation question_text source_keys,給与形態の違いと有給を模試全肢で説明。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0672,退役,,A報酬実態調整。B扶養給付率/C賞与だけ/D所定日数は目的でない。 全文全肢を照合。履歴保持・習熟移行なし。,q-0462,retired
q-0673,修正,distractor_feedback explanation question_text reference_sheet_slugs source_keys,継続事業・確定2025と概算2026を明記。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0674,修正,distractor_feedback explanation lesson question_text role source_keys topic_key unit,年度更新という誤分類を保険料計算の負担技能へ訂正。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0675,修正,common_mistake distractor_feedback question_text source_keys,雇用料1500→控除後255930→甲1の4710を表原本と独立照合。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0676,修正,choices distractor_feedback explanation question_text source_keys,税額行を設問から除き、255930の行と0人6320を自分で選ぶ。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0677,修正,common_mistake distractor_feedback question_text source_keys,270000/160=1687.5→1688、21100+5064=26164を登録正答前に独立計算。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0678,修正,common_mistake distractor_feedback question_text source_keys,280000/160=1750、10937.5→10938+7875=18813。別分解8×125％+3×25％も正しい。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0679,修正,question_text source_keys,対象月・翌月給与・在職・免除なしを明示。14775+345+27450=42570独立計算。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0680,修正,exam_role explanation role source_keys study_tier,非課税通勤・賞与・残業を賃金に含む根拠を画像で確認。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0681,修正,distractor_feedback explanation question_text source_keys,加入中の通常給与と本人分の控除時期を明確化。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0682,修正,distractor_feedback explanation question_text source_keys,給与天引きという不足条件を追加。50銭ちょうどの判定を区別。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0683,退役,,C会社全額。A本人/B国本人折半/D労使折半は誤り。同じ負担技能へ統合。 全文全肢を照合。履歴保持・習熟移行なし。,q-0674,retired
q-0684,修正,category explanation lesson question_text source_keys study_tier topic_key unit,年度更新の通常学習コアを実際の年次申告技能へ差替。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0685,修正,distractor_feedback explanation source_keys,現金の支給と控除、勤怠の単位を模試全肢で解説。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0686,修正,explanation question_text source_keys study_tier,支給項目を限定し総支給集計の通常コアに昇格。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0687,修正,explanation question_text source_keys,現金支給・所得税非課税の二軸を明示。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0688,修正,explanation question_text source_keys,合理的運賃である必要条件を追加し超過部分を判定。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0689,退役,,D標準報酬×本人率。A課税/B差引会社率/C総支給会社率は誤り。統合先の標準報酬と本人割合の説明に重複。 全文全肢を照合。履歴保持・習熟移行なし。,q-0481,retired
q-0690,退役,,C標準報酬×本人率。A差引会社率/B非課税額/D課税会社率は誤り。統合先は健康と厚年・本人割合を説明。 全文全肢を照合。履歴保持・習熟移行なし。,q-0481,retired
q-0691,退役,,B通勤全額。A非課税除外/C標準報酬だけ/D超過だけは誤り。統合先に非課税通勤の算入を明記。 全文全肢を照合。履歴保持・習熟移行なし。,q-0680,retired
q-0692,修正,explanation question_text source_keys,提示料率が本人負担率と明示。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0693,修正,explanation question_text source_keys,曖昧な課税対象額という呼称を月額表の途中値へ明確化。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0694,修正,answer calc_params choices common_mistake distractor_feedback explanation question_text source_keys,280000−10000−39840=230160を正答前に独立計算。その他なしを明記。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0695,退役,,A自治体月割額。B所得税率/C標準報酬/D月総支給率は誤り。通知月額の通常コアへ統合。 全文全肢を照合。履歴保持・習熟移行なし。,q-0399,retired
q-0696,退役,,C税額表の基礎から住民税を引かない。A非課税扱い/B報酬控除/D社会保険扱いは誤り。統合先に住民税除外不可を明記。 全文全肢を照合。履歴保持・習熟移行なし。,q-0693,retired
q-0697,修正,explanation source_keys,会社負担分を給与へ転嫁できないことも補足。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0698,修正,choices explanation question_text source_keys,社内預金には本人任意・管理協定・保全等も必要と明示。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0699,修正,choices explanation question_text source_keys study_tier,税額表の事前確認自体が誤りになる元の曖昧さを解消。通常コアを処理順序へ。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0700,修正,explanation source_keys study_tier topic_key,処理順序の誤分類を支給項目の判定技能へ訂正。 全模試の初見性・難易度の横断承認は別途必要。,,complete
q-0701,修正,answer calc_params choices common_mistake distractor_feedback explanation question_text source_keys,200000+20000=220000を正答前に独立計算。 全公式教材・模試横断の承認ではない。,,complete
q-0702,修正,explanation question_text source_keys,現金住宅手当と社宅現物を区別。 全公式教材・模試横断の承認ではない。,,complete
q-0703,修正,explanation source_keys,扶養人数・割増基礎との混同を解消。 全公式教材・模試横断の承認ではない。,,complete
q-0704,退役,,A異なる場合。B総支給/C課税/D手取と常同は違う。等級の幅に当てはめる統合先の説明へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0605,retired
q-0705,修正,explanation question_text source_keys,様式が全社一律義務という誤読を避ける。 全公式教材・模試横断の承認ではない。,,complete
q-0706,修正,explanation question_text source_keys,指定は適法な労使取扱いである条件を追加。 全公式教材・模試横断の承認ではない。,,complete
q-0707,退役,,A個別指定。B/C/D一方の方法へ統一は指定違い。適法な指定を明記する統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0706,retired
q-0708,修正,explanation source_keys,200000+20000+10000=230000を独立計算、初心者の支給合算を保持。 全公式教材・模試横断の承認ではない。,,complete
q-0709,退役,,B190000。230000−10000−30000と正答前に計算。A社会保険漏れ/C非課税漏れ/D両方漏れ。同じ控除後給与技能へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0374,retired
q-0710,退役,,D所得税控除。A非課税加算/B住民税変更/C標準報酬変更は違う。金額が明示され計算ではない法定控除の重複。 全文全肢を照合。履歴保持・習熟移行なし。,q-0697,retired
q-0711,退役,,C甲。A賞与/B退職/D乙は提出済み通常月給と違う。居住者条件付きの統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0357,retired
q-0712,修正,distractor_feedback explanation question_text source_keys,居住者と通常月給・特例除外を明示。 全公式教材・模試横断の承認ではない。,,complete
q-0713,修正,choices explanation question_text source_keys,2026年9月の源泉控除対象親族・障害者等加算を補足。 全公式教材・模試横断の承認ではない。,,complete
q-0714,退役,,A要件。B会社手当/C同居/D住民票だけは不足。所得年齢と申告要件の同じ技能へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0713,retired
q-0715,退役,,B控除後税額確定。A標準報酬前除外/C支給加算/D非課税判定前では誤り。 全文全肢を照合。履歴保持・習熟移行なし。,q-0699,retired
q-0716,退役,,D別控除。A標準報酬加算/B非課税扱い/C社会保険扱いは誤り。 全文全肢を照合。履歴保持・習熟移行なし。,q-0693,retired
q-0717,修正,explanation question_text source_keys,現金給与の条件と税額表途中値の違いを説明。 全公式教材・模試横断の承認ではない。,,complete
q-0718,退役,,B支給に含む。A不支給/C控除移行/D標準報酬だけは違う。現金通勤の統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0687,retired
q-0719,退役,,A15万円超課税には合理的運賃等の条件不足。B全非課税/C逆/D全課税は原則と違う。条件補充済み統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0688,retired
q-0720,退役,,A合理的。B最遠/C最高希望/D定額15万円は違う。統合先は最高限度と合理的額を区別済み。 全文全肢を照合。履歴保持・習熟移行なし。,q-0252,retired
q-0721,退役,,B非課税含む。A除外/C賞与/D課税だけは違う。通常通勤と現物月割も含む統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0254,retired
q-0722,修正,explanation source_keys,労働対価と実費弁償を対比。 全公式教材・模試横断の承認ではない。,,complete
q-0723,退役,,D標準賞与だが年4回以上等の条件不足。A非課税振替/B直接加算/C基本給組込は誤り。年3回・3か月超の条件済みへ統合。 全文全肢を照合。履歴保持・習熟移行なし。,q-0471,retired
q-0724,修正,explanation question_text source_keys,税額が必ず増えるとの誤学習を防止。 全公式教材・模試横断の承認ではない。,,complete
q-0725,修正,choices explanation question_text source_keys,給与控除額が必ず減るという断定を端数考慮へ修正。 全公式教材・模試横断の承認ではない。,,complete
q-0726,修正,explanation question_text source_keys,社会保険料等が正の額という不足条件を追加。 全公式教材・模試横断の承認ではない。,,complete
q-0727,退役,,B標準報酬だが本人率の明示が不足。A総支給/C課税/D手取は違う。統合先は労使合計率と本人割合を分ける。 全文全肢を照合。履歴保持・習熟移行なし。,q-0481,retired
q-0728,退役,,C該当月額。A税基礎加算/B年額全部/D独自均等は誤り。通常徴収の通知額技能へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0399,retired
q-0729,退役,,A支給−控除。B基本給−通勤/C課税と標準/D社会保険−税は違う。同じ算式へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0717,retired
q-0730,退役,,A法定控除。B単位混在/C支給/D時間は控除金額でない。同じ4項目の区分へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0697,retired
q-0731,修正,explanation source_keys,相殺する誤りを差引一致だけで見逃さない。 全公式教材・模試横断の承認ではない。,,complete
q-0732,修正,explanation source_keys,所得税0円と他控除の独立を保持。 全公式教材・模試横断の承認ではない。,,complete
q-0733,退役,,D差額。A控除合算を支給/B加算と標準/C課税非課税相殺は違う。同じ差引算式へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0717,retired
q-0734,修正,answer calc_params choices common_mistake distractor_feedback explanation question_text reference_sheet_slugs source_keys,200000×197/4000=9850、×23/20000=230、合計10080を独立確認。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0735,修正,distractor_feedback explanation question_text source_keys,基礎不変と料率等による保険料変化を区別。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0736,退役,,B基本通勤残業すべて。A残業除外/C通勤除外/D基本のみは誤り。統合先は3項目の算入を説明。 全文全肢を照合。履歴保持・習熟移行なし。,q-0470,retired
q-0737,退役,,D実費旅費。A住宅/B残業/C通勤は報酬。対価と実費弁償の同じ技能へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0467,retired
q-0738,修正,explanation question_text source_keys,協会けんぽと民間の負担比較。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0739,退役,,D40以上65未満医療。A高齢/B65以下雇用/C不正な範囲は誤り。国内住所・適用除外なしを明示済みの通常コアへ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0573,retired
q-0740,修正,explanation question_text source_keys,4/15前日の4/14。国内住所と除外なしを明記。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0741,修正,explanation question_text source_keys,5/1前日4/30だから4月分。免除なし明記。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0742,修正,explanation question_text source_keys,9/10前日9/9。国内住所を明示。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0743,修正,explanation question_text source_keys,10/1前日9/30、前月8月分まで。翌月給与との違い。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0744,退役,,Cは給与天引きだが本文に方法がなくB現金払いも成立。天引き明示・50銭境界の統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0483,retired
q-0745,退役,,A51銭切上げ、B切捨/C小数/D50銭置換は違う。給与天引きの50.50/50.51円具体例の統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0483,retired
q-0746,退役,,B標準×本人率後円処理。A全額控除/C総支給100円/D基本給10円は誤り。基礎・負担割合・端数を説明済みの通常演習へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0481,retired
q-0747,修正,explanation question_text source_keys,特約で認められる端数処理の判断。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0748,修正,explanation question_text source_keys,指定の仮率で200000×0.099/2=9900を独立計算。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0749,修正,answer calc_params distractor_feedback explanation question_text source_keys,200000×0.0162/2=1620独立計算。45歳・2026対象月明示。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0750,修正,choices explanation question_text source_keys,厚年加入を明示し2026年4月の支援金漏れを修正。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0751,修正,choices explanation question_text source_keys,対象月ずっと39歳・協会加入と支援金を明示。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0752,退役,,C標準月額/賞与。A/B/D総支給は違う。年4回以上等を明示しない不足を、年3回と対象期間明確な統合先で解消。 全文全肢を照合。履歴保持・習熟移行なし。,q-0471,retired
q-0753,修正,explanation question_text source_keys,双方の当月適用標準額が30万円と指定。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0754,退役,,C月額、A/B日割/D翌月開始は誤り。ただし免除・同月喪失条件不足を統合先で解消。 全文全肢を照合。履歴保持・習熟移行なし。,q-0487,retired
q-0755,退役,,C月単位、A時間割/B/D日割は誤り。元解説は同月得喪を除かず、条件明確な通常期間の統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0663,retired
q-0756,退役,,D前月だが加入継続・免除・未徴収条件不足。A/Cは同月取得なら違い得る。B先取りは違う。条件明確な統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0488,retired
q-0757,退役,,B通常2月だが継続・未徴収・引き切れる条件不足。A/Dは既徴収等で違い得る。C先取りは違う。条件済みの統合先へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0489,retired
q-0758,退役,,B前月未徴収と退職月。A取得喪失/C前払い/D喪失月も発生は誤り。具体条件と同じ理由を持つ通常コアへ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0489,retired
q-0759,修正,explanation question_text source_keys,入社時加入・継続・免除なしを指定。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0760,修正,explanation source_keys,等級表へ当てはめる前に決定方法を確認。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0761,修正,explanation source_keys,270000>=270000かつ<290000→280000と独立に表を確認。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0762,退役,,D以上含む未満含まず。A両含/B逆/C両除は誤り。27万円境界を実際に当てはめる通常演習へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0761,retired
q-0763,修正,choices distractor_feedback explanation question_text source_keys,元の正答「手続により変更」が必ず改定との誤読にならないよう修正。 全教材の網羅性・全模試横断の承認とは区別。,,complete
q-0764,退役,,A取得時報酬。B実績12月待ち/C基本給だけ/D他社前年は違う。契約報酬を取得時に見込む同じ技能へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0533,retired
q-0765,退役,,C4〜6/9適用。A1〜3/4、B7〜9/10、D10〜12/1は違う。目的・月・期間を含む通常コアへ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0462,retired
q-0766,退役,,A固定3月2等級。B非固定1月/C非固定2月/D6月は違う。原問の増減方向の不足を統合先で解消。 全文全肢を照合。履歴保持・習熟移行なし。,q-0474,retired
q-0767,退役,,B4月目。A3/C変動月/D翌月は違う。変動支給月から3月判定・4月目適用を説明する通常演習へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0474,retired
q-0768,修正,distractor_feedback explanation source_keys,非固定の残業量だけを模試全肢で説明。 全模試横断や網羅性の承認とは別。,,complete
q-0769,修正,explanation question_text source_keys,1等級特例を除き通常の同方向判定へ限定。 全模試横断や網羅性の承認とは別。,,complete
q-0770,修正,explanation question_text source_keys,引下げ支給月起点の3月と同方向を指定。 全模試横断や網羅性の承認とは別。,,complete
q-0771,退役,,D逆方向。A平均だけ/B方向無視/C固定だけで下げるは誤り。同じ方向不一致の判断へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0528,retired
q-0772,退役,,C4〜6。A7〜9/B1〜3/D10〜12は違う。 全文全肢を照合。履歴保持・習熟移行なし。,q-0462,retired
q-0773,修正,distractor_feedback explanation question_text source_keys,元は全月不足やパート15日の場合を区別できなかったため2月充足を指定。 全模試横断や網羅性の承認とは別。,,complete
q-0774,退役,,C4/6。A片方だけ/B不足5含む/D全ては違う。20>=17、16<17、19>=17を独立照合、充足2月の同じ技能へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0549,retired
q-0775,修正,explanation question_text source_keys,日数特例・年間平均等を除外して従前額の場面を限定。 全模試横断や網羅性の承認とは別。,,complete
q-0776,退役,,C9〜翌8。A7〜6/B暦年/D10〜9は違う。 全文全肢を照合。履歴保持・習熟移行なし。,q-0462,retired
q-0777,修正,explanation question_text,労使合計額を求める率と上限を明示。 全模試横断や網羅性の承認とは別。,,complete
q-0778,修正,distractor_feedback explanation question_text,標準賞与を用いる制度と本人率を明示。 全模試横断や網羅性の承認とは別。,,complete
q-0779,修正,choices explanation question_text,複数正解を修正し、月額と賞与額の混同を問う肢へ。 全模試横断や網羅性の承認とは別。,,complete
q-0780,修正,explanation question_text source_keys,賞与月内の年齢資格変動なし、国内住所・協会・免除なしを指定。 全模試横断や網羅性の承認とは別。,,complete
q-0781,修正,explanation question_text source_keys,免除・上限到達・健保組合固有の取扱いを除外。 全模試横断や網羅性の承認とは別。,,complete
q-0782,修正,explanation source_keys study_tier,通常コアに賞与総額×雇用本人率の技能を補充。 全模試横断や網羅性の承認とは別。,,complete
q-0783,退役,,C雇用総額。A千切/B健康率/D厚年率は違う。統合先は千切と保険料円処理を明示。 全文全肢を照合。履歴保持・習熟移行なし。,q-0782,retired
q-0784,修正,explanation source_keys,上限到達と雇用継続算定を対比。 全模試横断や網羅性の承認とは別。,,complete
q-0785,修正,explanation question_text,対象年2回賞与に限定。 全模試横断や網羅性の承認とは別。,,complete
q-0786,修正,explanation question_text,同月1回・原則期限とし合算の別取扱いを説明。 全模試横断や網羅性の承認とは別。,,complete
q-0787,修正,explanation question_text,現金1回と出発点の金額を指定し届書単位と区別。 全模試横断や網羅性の承認とは別。,,complete
q-0788,修正,explanation question_text,70歳以上被用者の併記届書名と保険料発生の違いを説明。 全模試横断や網羅性の承認とは別。,,complete
q-0789,修正,explanation question_text,賞与で発生する本人分を支給時に控除。 全模試横断や網羅性の承認とは別。,,complete
q-0790,修正,explanation question_text,通常通知と休日延長除外を指定。 全模試横断や網羅性の承認とは別。,,complete
q-0791,修正,choices explanation question_text source_keys study_tier,後の日付も該当してしまう元の問いを適用開始境界へ限定。コアから通常補強へ。 全模試横断や網羅性の承認とは別。,,complete
q-0792,修正,distractor_feedback explanation question_text source_keys,申出と他免除なしを明示。 全模試横断や網羅性の承認とは別。,,complete
q-0793,修正,distractor_feedback explanation question_text source_keys,2026開始・前後連続なし・他免除なしを指定。 全模試横断や網羅性の承認とは別。,,complete
q-0794,修正,choices explanation question_text source_keys study_tier,6/10〜23の14日・終了翌日6/24同月を独立に照合。通常コアへ。 全模試横断や網羅性の承認とは別。,,complete
q-0795,修正,explanation question_text source_keys,必要申出を明示し健康厚年の双方負担免除を判定。 全模試横断や網羅性の承認とは別。,,complete
q-0796,退役,,A期間と月末。B支給日だけ/C月末無視/D支給前開始だけは不足。同じ判定の具体期間例へ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0794,retired
q-0797,修正,explanation question_text source_keys,賞与から住民税を絶対引かないという誤学習を退職一括の説明で修正。 全模試横断や網羅性の承認とは別。,,complete
q-0798,退役,,A月割通知。B前年賞与12割/C標準と健保率/D賞与別率は違う。通知月額を読む通常コアへ。 全文全肢を照合。履歴保持・習熟移行なし。,q-0399,retired
q-0799,修正,explanation source_keys,所得反映と非課税で税額0の場合を区別。 全模試横断や網羅性の承認とは別。,,complete
q-0800,修正,choices difficulty exam_role explanation question_text role source_keys study_tier,支援金を含む2026年の集計、住民税の例外と指定済額から手取りの最終段階を説明。 全体網羅性・模試難易度の承認とは別。,,complete
q-0801,修正,explanation question_text study_tier topic_key,250999の千円未満999を独立切捨て、250000。既存固定値と照合。 全体網羅性・模試難易度の承認とは別。,,complete
q-0802,修正,explanation question_text source_keys study_tier topic_key,登録式なしで100000×0.02×1.021=2042。2026年9月の提示本税率と表の込み率を区別。 全体網羅性・模試難易度の承認とは別。,,complete
q-0803,修正,choices explanation question_text source_keys,給付の名前だけで除外せず、実態と期間条件を指定。 全体網羅性・模試難易度の承認とは別。,,complete
q-0804,退役,,A通常報酬。B対象外/C年度末/D各回賞与は違う。元の同一性と回数条件不足を統合先で限定。 全文全肢確認済み。同じ判断を問う通常演習へ統合し履歴保持・習熟移行なし。,q-0472,retired
